,0,1,2,3
2239,"Ask Of You (From ""Higher Learning"")", Raphael Saadiq,N/A,1995
2240,Best Friend, Brandy,spotify:track:0YwUJOHKYxlm5gVfIkl8Ym,1995
2241,Dream About You/Funky Melody, Stevie B,spotify:track:2fPKE94A80uHDX6wpxkpLC,1995
2242,Candy Rain, Soul For Real,spotify:track:4j1Bk0BEIGCF9hR7cSwl9d,1995
2243,You Gotta Be, Des'ree,spotify:track:6CU0zWIWVTEnmWpSjVHM93,1995
2244,"Crazy Love (From ""Jasons Lyric"")", Brian McKnight,spotify:track:1JPmkXo0iBvUc0Zye9C68D,1995
2245,Another Night, Real McCoy,spotify:track:3pEuO9J2MTEmec8kUfYYvl,1995
2246,Cotton Eye Joe, Rednex,spotify:track:0Jg602cHeMCnPez9baacIe,1995
2247,Cant Stop Lovin You, Van Halen,spotify:track:6z3JD6IqVvu6TUBtCfQPbe,1995
2248,Big Poppa/Warning, The Notorious B.I.G.,N/A,1995
2249,Strong Enough, Sheryl Crow,spotify:track:25IRjWUZ60n7KXxcB4DiX9,1995
2250,Wonderful, Adam Ant,spotify:track:2oJuoAFzlEHDS0moF0VtuA,1995
2251,Leave Virginia Alone, Rod Stewart,spotify:track:0mxf00t6M7TpfOtLG9aPvL,1995
2252,When You Say Nothing At All, Alison Krauss + Union Station,spotify:track:46LI9mnlQ8fJHH47ioBubg,1995
2253,I Got 5 On It, Luniz,spotify:track:4IYKjN1DrYzxKXt0umJqsG,1995
2254,"Colors Of The Wind (From ""Pocahontas"")", Vanessa Williams,spotify:track:7xG1fakElLbxwyr9eyGEK6,1995
2255,Like The Way I Do/If I Wanted To, Melissa Etheridge,N/A,1995
2256,Human Nature, Madonna,spotify:track:4Cna7QxOOTNnylVHLtShCi,1995
2257,Any Man Of Mine/Whose Bed Have Your Boots Been Under?, Shania Twain,N/A,1995
2258,Baby Baby, Corona,spotify:track:4lDKORchTM8Rd0PFQFXTLX,1995
2259,I Saw You Dancing, Yaki-Da,spotify:track:5FhRWxcqWIu3JoFS0kEPom,1995
2260,Close To You, Fun Factory,spotify:track:70DbNpe8D1QnGi92Mo2MK1,1995
2261,I Live My Life For You, Firehouse,spotify:track:4vHp893kV7HksfB5FN1Nk5,1995
2262,Strange Currencies, R.E.M.,spotify:track:22L2W5zBju0h7mFSfFzUJW,1995
2263,Sick Of Myself, Matthew Sweet,spotify:track:4inXYz8i3xRpNbxZJ99Clo,1995
2264,Somebodys Crying, Chris Isaak,spotify:track:0OTWg1CoPxkU923z3FJmck,1995
2265,Grapevyne, Brownstone,spotify:track:69sIrKE4gd2NdIdstf9Ebh,1995
2266,Shimmy Shimmy Ya, Ol' Dirty Bastard,spotify:track:3ABG1UQTk0eLYUAeWkmfMi,1995
2267,Id Rather Be Alone, IV Xample,N/A,1995
2268,I Wanna Love Like That, Tony Thompson,spotify:track:4r6jPijW3d5iV0eBFVccsa,1995
2269,I Kissed A Girl, Jill Sobule,spotify:track:2wbOO38fVqZj0Hz2nRe0Dz,1995
2270,"Freedom (From ""Panther"")", Various Artists,N/A,1995
2271,Sprinkle Me, E-40 (Featuring Suga T),N/A,1995
2272,Freak Me Baby," Dis `N' Dat Feat. 95 South,69 Boyz & K-Nock",N/A,1995
2273,I Wish, Skee-Lo,spotify:track:3LklW07tvdx2AHsgfi1Mng,1995
2274,Feels So Good, Xscape,spotify:track:0b0vpt8e3AkV3GG8HoUEJm,1995
2275,Connection, Elastica,spotify:track:53LZqMzQEnjBkFXPqOq0cD,1995
2276,So In Love With You, U.N.V.,N/A,1995
2277,The I.N.C. Ride, Masta Ace Incorporated,spotify:track:37iYAAUVZezZRmgTGnWbhY,1995
2278,Survival Of The Fittest, Mobb Deep,spotify:track:7N1Vjtzr1lmmCW9iasQ8YO,1995
2279,Hes Mine, MoKenStef,N/A,1995
2280,Move It Like This, K7,spotify:track:2s0M4nflkOKvUJPHzMj9fL,1995
2281,Ill Be Around, Rappin' 4-Tay Featuring The Spinners,N/A,1995
2282,Im Goin Down, Mary J. Blige,spotify:track:0I5mUa3CZPcsrWwlUmTWkV,1995
2283,Thank You, Boyz II Men,spotify:track:2ESAoDR0NAUMzm81TEBuJE,1995
2284,Froggy Style, Nuttin' Nyce,spotify:track:4OhfEUz7d5si8CFLHx9WIR,1995
2285,Emotions, H-Town,spotify:track:2wqSycuLuGlQgzV1aA6Myu,1995
2286,Kiss From A Rose, Seal,spotify:track:3YKptz29AsOlm7WAVnztBh,1995
2287,Mind Blowin, Smooth,spotify:track:4kYBrdNJUdoB7iJs9WJMvu,1995
2288,Foe Life, Mack 10,spotify:track:28SF0lKRqso9SSTDpbv991,1995
2289,Big Yellow Taxi, Amy Grant,spotify:track:5reaWOvB4w0Gp8KjwKXqcu,1995
2290,Think Of You, Usher,spotify:track:1FlDtQBj95pnFbS9kCTZEI,1995
2291,Until The End Of Time, Foreigner,spotify:track:6nIr5KpAngZeTmEOOMC6pp,1995
2292,I Love You/You Bring Me Joy, Mary J. Blige,N/A,1995
2293,Joy, BLACKstreet,spotify:track:08TTz3bxSStwQKxZ8bEJ8C,1995
2294,Lick It, Roula,spotify:track:2828IPGCeOSUFmh1zpKK4U,1995
2295,Fire, Subway,spotify:track:7p2e6DPXynAHq4m3uM3pLO,1995
2296,Mr. Personality, Gillette,spotify:track:3tcpZKk012t3CzMNWBMfx8,1995
2297,As I Lay Me Down, Sophie B. Hawkins,spotify:track:6S8ZXzeXsfCj8qi9179McI,1995
2298,Crimson And Clover, SF Spanish Fly,spotify:track:1gkbpFBjsBKnHEFbrwzkjf,1995
2299,I Like It (I Wanna Be Where You Are), Grand Puba,spotify:track:3nqnWEZnYoetfO2ksMZZVK,1995
2300,I Swear, All-4-One,spotify:track:3V0PeMg2mhbYRtk9bioAwF,1994
2301,"Any Time, Any Place/And On And On", Janet Jackson,N/A,1994
2302,"Regulate (From ""Above The Rim"")", Warren G & Nate Dogg,N/A,1994
2303,Dont Turn Around, Ace Of Base,spotify:track:4SYMibQ93bfzOk6uzkF0dO,1994
2304,"Ill Remember (From ""With Honors"")", Madonna,spotify:track:00U0pedRUMEzREpyRqbVT6,1994
2305,Back & Forth, Aaliyah,spotify:track:45wneA2j0Z0WMnYNDO6Ad0,1994
2306,You Mean The World To Me, Toni Braxton,spotify:track:1d0GYRpnCb0XNQcQdKhfKL,1994
2307,The Sign, Ace Of Base,spotify:track:0hrBpAOgrt8RXigk83LLNE,1994
2308,"Baby I Love Your Way (From ""Reality Bites"")", Big Mountain,N/A,1994
2309,"Stay (I Missed You) (From ""Reality Bites"")", Lisa Loeb & Nine Stories,N/A,1994
2310,The Most Beautiful Girl In The World, Prince,spotify:track:6N42RZ3Ez2vtnZowGoTIZV,1994
2311,Anytime You Need A Friend, Mariah Carey,spotify:track:0S8xKy1efKy3LvR53qe3Cq,1994
2312,If You Go, Jon Secada,spotify:track:3b2JWlZ020qGdaDtcO7Gyy,1994
2313,Return To Innocence, Enigma,spotify:track:2UKkLqST2xWpK8n1b0Xr5Z,1994
2314,Your Bodys Callin, R. Kelly,spotify:track:4iXZFxEUzTTLMLE5jCyKEb,1994
2315,"Can You Feel The Love Tonight (From ""The Lion King"")", Elton John,spotify:track:0EANX0OVKSCcmarY50Xa4p,1994
2316,Dont Take The Girl, Tim McGraw,spotify:track:2iTRea118VRKRUzrGjjlHP,1994
2317,Shine, Collective Soul,spotify:track:1HZ3cUZUw5htSFmah1V8Ko,1994
2318,Im Ready, Tevin Campbell,spotify:track:1eGY6roK1W2vFIhDXu2lXq,1994
2319,Funkdafied, Da Brat,spotify:track:29VrHhpC5AS9b7XJYDPhqb,1994
2320,"Anything (From ""Above The Rim"")", SWV,N/A,1994
2321,Beautiful In My Eyes, Joshua Kadison,spotify:track:5o8gWPZxr4GZFslU85YMmu,1994
2322,I Miss You, Aaron Hall,spotify:track:1TWhpLaqdToKoHHpFnCxsd,1994
2323,Misled, Celine Dion,spotify:track:5FktSmCnJGqX1QdIJNAlr7,1994
2324,Bump N Grind, R. Kelly,spotify:track:0DBIL8arX0Zo6eAuxNIpik,1994
2325,"Ill Take You There (From ""Threesome"")", General Public,N/A,1994
2326,Wild Night, John Mellencamp With Me'Shell Ndegeocello,spotify:track:0kCrmyzFtsC5ksTxL7OC7Z,1994
2327,Got Me Waiting, Heavy D & The Boyz,spotify:track:7lqwSAP2isafyCokjZd7aE,1994
2328,Always, Erasure,spotify:track:5QQCp4fQiU9I2FU9FvJVV2,1994
2329,Crazy, Aerosmith,spotify:track:74irxdVWstNlEQjsvArITq,1994
2330,Loser, Beck,spotify:track:5PntSbMHC1ud6Vvl8x56qd,1994
2331,Come To My Window, Melissa Etheridge,spotify:track:4LmlGaGTEbTGE5VngAbpA3,1994
2332,Whatta Man, Salt-N-Pepa Featuring En Vogue,N/A,1994
2333,Moving On Up, M People,spotify:track:6vGW3d8X48CBaLdU0PQbey,1994
2334,Fantastic Voyage, Coolio,spotify:track:3QlTzofanSqDWywxEzGGE2,1994
2335,Now And Forever, Richard Marx,spotify:track:2V2pxcEfn5zs79sE7qcewA,1994
2336,Mmm Mmm Mmm Mmm, Crash Test Dummies,spotify:track:76nvqWPFucUra1xCkN1tnD,1994
2337,Sweet Potatoe Pie, Domino,spotify:track:1enXc5JrVVcEHunTlYccY6,1994
2338,Without You/Never Forget You, Mariah Carey,N/A,1994
2339,Back In The Day, Ahmad,spotify:track:32nmZgbpSPeQA76TO62TP7,1994
2340,The Power Of Love, Celine Dion,spotify:track:5kK1Iru9ogP3Iy1zsANU1n,1994
2341,Willing To Forgive, Aretha Franklin,spotify:track:6v4b6YDPytIo8OYDXOU2hy,1994
2342,Pumps And A Bump, M.C. Hammer,spotify:track:0cEY2XrkwZAyrxMioyiAQB,1994
2343,Objects In The Rear View Mirror May Appear Closer Than..., Meat Loaf,spotify:track:6Vfiskl8VZSui0ggqd5Mfg,1994
2344,Ease My Mind, Arrested Development,spotify:track:60qV6RaRjg9ggvWQwq7WIG,1994
2345,(Shes) Some Kind Of Wonderful, Huey Lewis & The News,spotify:track:7CL0MitNduE9nGBdTrnQue,1994
2346,100% Pure Love, Crystal Waters,spotify:track:65tvJYGmF4hbQbVpoB0a9H,1994
2347,"The Place Where You Belong (From ""Beverly Hills Cop III"")", Shai,N/A,1994
2348,Found Out About You, Gin Blossoms,spotify:track:1p7w5NP0wxPZ7hXxC4fVB0,1994
2349,Sending My Love, Zhane,spotify:track:5yMQERKmNx6ajo4qHi1KT2,1994
2350,Love Sneakin Up On You, Bonnie Raitt,spotify:track:1UtxIyLkTt7iR5TcWLt8IT,1994
2351,Bizarre Love Triangle, FRENTE!,spotify:track:7sgi66biRYpAXuRZJBDuli,1994
2352,Prayer For The Dying, Seal,spotify:track:7pzWp50ZQXM44dfDbyMY9l,1994
2353,And Our Feelings, Babyface,spotify:track:27sYHmgfRvHFyQ5vrm5nQp,1994
2354,Love On My Mind, Xscape,spotify:track:5hzdcPTFKEuRVuN8cTkcvl,1994
2355,"(Meet) The Flintstones (From ""The Flintstones"")", The B.C. 52's,spotify:track:7ArVZKBmFmQz0CXHjOYN8q,1994
2356,Part Time Lover/Im Still In Love With You, H-Town/Al B. Sure!,N/A,1994
2357,"Streets Of Philadelphia (From ""Philadelphia"")", Bruce Springsteen,spotify:track:5Nj8kBJdpJJ4I9wxQyp8JH,1994
2358,You Know How We Do It, Ice Cube,spotify:track:2Ih217RCGAmyQR68Nn7Cqo,1994
2359,Fall Down, Toad The Wet Sprocket,spotify:track:2tJlASUdstRCCecAN9rThS,1994
2360,Selling The Drama, Live,spotify:track:7BG8BwW3Bhdq4PnZmjDBRm,1994
2361,Born To Roll, Masta Ace Incorporated,spotify:track:2j6DORpoXYTicBm4hl5Ztx,1994
2362,When Can I See You, Babyface,spotify:track:2zItQNJrVrTioXTXWiI2ed,1994
2363,I Wish, Gabrielle,spotify:track:5RSVePaKq7UDFn1dQEkkuM,1994
2364,Worker Man, Patra,spotify:track:1RoLlFWeFHxc36TU4Bg2eS,1994
2365,I Need Your Love, Boston,spotify:track:4pFSfimXi2W4U7tmQsKkam,1994
2366,How Do You Like It?, Keith Sweat,spotify:track:2K5tllslbKc50g1RqtiPuZ,1994
2367,Backwater, Meat Puppets,spotify:track:3KZVWVH4epY2JGaqRs8bqg,1994
2368,Dreams, The Cranberries,spotify:track:4JGKZS7h4Qa16gOU3oNETV,1994
2369,Maybe Love Will Change Your Mind, Stevie Nicks,spotify:track:3FmNXP5tWfjZAImUxzns74,1994
2370,Night In My Veins, Pretenders,spotify:track:4jDXkAlsbb1LdhdvXCj0dU,1994
2371,Players Ball, OutKast,spotify:track:1RXEb6UTxJ05RffnAWfUOE,1994
2372,Im Not Over You, CeCe Peniston,spotify:track:57zZpWRO9kVuuMZOcIKrw0,1994
2373,"Crooklyn (From ""Crooklyn"")", The Crooklyn Dodgers,spotify:track:0vq8NI0gSVHC1N7sYa1PVq,1994
2374,Feenin, Jodeci,spotify:track:0IyGPlGWkWZubMgC3qdBWz,1994
2375,Whenever You Come Around, Vince Gill,spotify:track:7ifAFPW01nkAeZL7vc0joA,1994
2376,Comin On Strong, Sudden Change,N/A,1994
2377,Indian Outlaw, Tim McGraw,spotify:track:1fYypIR0kaFzaSRbzvtjl9,1994
2378,Always In My Heart, Tevin Campbell,spotify:track:2CD8UvBi01dwnriCM8TivL,1994
2379,Possession, Sarah McLachlan,spotify:track:0oPZm6DNVj4rv5uGOw2w7q,1994
2380,Ill Remember You, Atlantic Starr,spotify:track:2lFQ6W1WdRFtDJhvWGW3p6,1994
2381,Take It Back, Pink Floyd,spotify:track:325toqbCzE1g1pYIED7U4C,1994
2382,Regular Thang, Ovis,N/A,1994
2383,Cleopatras Cat, Spin Doctors,spotify:track:2XIqE0nhuX3GW8R45m7qEa,1994
2384,I Swear, John Michael Montgomery,spotify:track:7wIaLkbQzG6HMnE28etnif,1994
2385,You, Candlebox,spotify:track:19gXFTxlnKQf0xjk5d6Y45,1994
2386,Closer, Nine Inch Nails,spotify:track:39tLc4Xp58Lu4KcWHggeE2,1994
2387,Girls & Boys, Blur,spotify:track:5CeL9C3bsoe4yzYS1Qz8cw,1994
2388,Leaving Las Vegas, Sheryl Crow,spotify:track:7j9ECHEBpA0BDWB30gB45p,1994
2389,Your Love Is So Divine, Miranda,N/A,1994
2390,Somethin To Ride To (Fonky Expedition), The Conscious Daughters,spotify:track:2amTrpEAfs0ZeI5JjrpkWO,1994
2391,Whats Up, DJ Miko,spotify:track:3hNAFo7BXtCt96tk0pMZ08,1994
2392,Low, Cracker,spotify:track:3zOvCNuRh0hX0Bua4eWJbs,1994
